Namespace(batch_size=64, dataset='modelnet40', dropout=0.5, epochs=1000, eval=False, exp_name='exp24_sa16_lr2e_3_b64_0820', lr=0.002, model_path='/model_27431.t7', momentum=0.9, no_cuda=False, num_points=27431, seed=1, test_batch_size=32, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 3.037380, mean_absolute_error: 1.393098, r2_score: -0.371408
Validation 168, loss: 0.838455, mean_absolute_error: 0.701361, r2_score: 0.631436
Train 169, loss: 0.943295, mean_absolute_error: 0.757939, r2_score: 0.573904
Validation 169, loss: 0.812054, mean_absolute_error: 0.718297, r2_score: 0.643042
Train 170, loss: 1.166247, mean_absolute_error: 0.804215, r2_score: 0.473695
Validation 170, loss: 1.369292, mean_absolute_error: 0.900230, r2_score: 0.398094
Train 171, loss: 1.001776, mean_absolute_error: 0.770911, r2_score: 0.547558
Validation 171, loss: 0.745696, mean_absolute_error: 0.681924, r2_score: 0.672211
Train 172, loss: 0.931198, mean_absolute_error: 0.753899, r2_score: 0.579779
Validation 172, loss: 0.755819, mean_absolute_error: 0.676444, r2_score: 0.667761
Train 173, loss: 0.954020, mean_absolute_error: 0.756783, r2_score: 0.569613
Validation 173, loss: 0.832586, mean_absolute_error: 0.721800, r2_score: 0.634016
Train 174, loss: 0.947965, mean_absolute_error: 0.756561, r2_score: 0.572482
Validation 174, loss: 0.741538, mean_absolute_error: 0.669390, r2_score: 0.674039
Train 175, loss: 0.941825, mean_absolute_error: 0.755699, r2_score: 0.574607
Validation 175, loss: 0.777648, mean_absolute_error: 0.680783, r2_score: 0.658166
Train 176, loss: 0.923448, mean_absolute_error: 0.751793, r2_score: 0.583097
Validation 176, loss: 0.804813, mean_absolute_error: 0.720360, r2_score: 0.646225
Train 177, loss: 0.904404, mean_absolute_error: 0.740949, r2_score: 0.592021
Validation 177, loss: 0.755811, mean_absolute_error: 0.683258, r2_score: 0.667765
Train 178, loss: 0.918019, mean_absolute_error: 0.747670, r2_score: 0.585700
Validation 178, loss: 0.765863, mean_absolute_error: 0.693029, r2_score: 0.663346
Train 179, loss: 0.906746, mean_absolute_error: 0.741462, r2_score: 0.590867
Validation 179, loss: 0.718209, mean_absolute_error: 0.660664, r2_score: 0.684293
Train 180, loss: 0.926303, mean_absolute_error: 0.746941, r2_score: 0.582200
Validation 180, loss: 0.806509, mean_absolute_error: 0.695332, r2_score: 0.645479
Train 181, loss: 0.921932, mean_absolute_error: 0.745862, r2_score: 0.584028
Validation 181, loss: 0.772138, mean_absolute_error: 0.684254, r2_score: 0.660588
Train 182, loss: 0.914468, mean_absolute_error: 0.745906, r2_score: 0.587449
Validation 182, loss: 0.870358, mean_absolute_error: 0.754365, r2_score: 0.617413
Train 183, loss: 0.914847, mean_absolute_error: 0.745624, r2_score: 0.586687
Validation 183, loss: 0.765395, mean_absolute_error: 0.683003, r2_score: 0.663552
Train 184, loss: 0.908557, mean_absolute_error: 0.745358, r2_score: 0.590378
Validation 184, loss: 0.735185, mean_absolute_error: 0.666158, r2_score: 0.676831
Train 185, loss: 0.915269, mean_absolute_error: 0.743608, r2_score: 0.586803
Validation 185, loss: 0.804205, mean_absolute_error: 0.695044, r2_score: 0.646492
Train 186, loss: 0.915470, mean_absolute_error: 0.745693, r2_score: 0.586548
Validation 186, loss: 0.731596, mean_absolute_error: 0.668542, r2_score: 0.678409
Train 187, loss: 0.899734, mean_absolute_error: 0.734929, r2_score: 0.594071
Validation 187, loss: 0.854442, mean_absolute_error: 0.741592, r2_score: 0.624409
Train 188, loss: 0.903903, mean_absolute_error: 0.741520, r2_score: 0.592231
Validation 188, loss: 0.824409, mean_absolute_error: 0.695141, r2_score: 0.637611
Train 189, loss: 0.888776, mean_absolute_error: 0.731743, r2_score: 0.599207
Validation 189, loss: 0.870320, mean_absolute_error: 0.731331, r2_score: 0.617429
Train 190, loss: 0.912716, mean_absolute_error: 0.743780, r2_score: 0.588274
Validation 190, loss: 0.771949, mean_absolute_error: 0.688553, r2_score: 0.660671
Train 191, loss: 0.901371, mean_absolute_error: 0.737807, r2_score: 0.592853
Validation 191, loss: 0.806905, mean_absolute_error: 0.688685, r2_score: 0.645305
Train 192, loss: 0.907774, mean_absolute_error: 0.741079, r2_score: 0.590026
Validation 192, loss: 0.762218, mean_absolute_error: 0.676818, r2_score: 0.664948
Train 193, loss: 0.885563, mean_absolute_error: 0.733262, r2_score: 0.600167
Validation 193, loss: 0.787121, mean_absolute_error: 0.692918, r2_score: 0.654002
Train 194, loss: 0.893790, mean_absolute_error: 0.736230, r2_score: 0.596576
Validation 194, loss: 0.778681, mean_absolute_error: 0.693693, r2_score: 0.657711
Train 195, loss: 0.891354, mean_absolute_error: 0.734763, r2_score: 0.597531
Validation 195, loss: 0.713238, mean_absolute_error: 0.653841, r2_score: 0.686478
Train 196, loss: 0.887750, mean_absolute_error: 0.733324, r2_score: 0.599051
Validation 196, loss: 0.739060, mean_absolute_error: 0.681609, r2_score: 0.675128
Train 197, loss: 0.884272, mean_absolute_error: 0.733281, r2_score: 0.600803
Validation 197, loss: 0.813350, mean_absolute_error: 0.717811, r2_score: 0.642472
Train 198, loss: 0.871107, mean_absolute_error: 0.727805, r2_score: 0.606973
Validation 198, loss: 0.804971, mean_absolute_error: 0.714216, r2_score: 0.646155
Train 199, loss: 0.877009, mean_absolute_error: 0.725268, r2_score: 0.604121
Validation 199, loss: 0.781376, mean_absolute_error: 0.699800, r2_score: 0.656527
Train 200, loss: 0.883641, mean_absolute_error: 0.731725, r2_score: 0.601463
Validation 200, loss: 0.752562, mean_absolute_error: 0.678353, r2_score: 0.669193
Train 201, loss: 0.910452, mean_absolute_error: 0.740400, r2_score: 0.589304
Validation 201, loss: 0.756858, mean_absolute_error: 0.678326, r2_score: 0.667304
Train 202, loss: 0.887205, mean_absolute_error: 0.730399, r2_score: 0.599936
Validation 202, loss: 0.729031, mean_absolute_error: 0.666057, r2_score: 0.679536
Train 203, loss: 0.902888, mean_absolute_error: 0.737680, r2_score: 0.592526
Validation 203, loss: 0.753954, mean_absolute_error: 0.680074, r2_score: 0.668581
Train 204, loss: 0.885753, mean_absolute_error: 0.731735, r2_score: 0.600285
Validation 204, loss: 0.740056, mean_absolute_error: 0.670865, r2_score: 0.674690
Train 205, loss: 0.876659, mean_absolute_error: 0.729232, r2_score: 0.604256
Validation 205, loss: 0.776345, mean_absolute_error: 0.686091, r2_score: 0.658738
Train 206, loss: 0.868301, mean_absolute_error: 0.726280, r2_score: 0.607949
Validation 206, loss: 0.741334, mean_absolute_error: 0.666102, r2_score: 0.674128
Train 207, loss: 0.878399, mean_absolute_error: 0.727650, r2_score: 0.603652
Validation 207, loss: 0.838497, mean_absolute_error: 0.702425, r2_score: 0.631418
Train 208, loss: 0.885754, mean_absolute_error: 0.729022, r2_score: 0.600095
Validation 208, loss: 0.736677, mean_absolute_error: 0.673013, r2_score: 0.676175
Train 209, loss: 0.865060, mean_absolute_error: 0.724299, r2_score: 0.609502
Validation 209, loss: 0.778541, mean_absolute_error: 0.687439, r2_score: 0.657773
Train 210, loss: 0.939498, mean_absolute_error: 0.749285, r2_score: 0.576055
Validation 210, loss: 0.785972, mean_absolute_error: 0.700501, r2_score: 0.654507
Train 211, loss: 0.874482, mean_absolute_error: 0.729544, r2_score: 0.604582
Validation 211, loss: 0.841037, mean_absolute_error: 0.731070, r2_score: 0.630301
Train 212, loss: 0.879575, mean_absolute_error: 0.727465, r2_score: 0.602789
Validation 212, loss: 0.769353, mean_absolute_error: 0.679410, r2_score: 0.661812
Train 213, loss: 0.868296, mean_absolute_error: 0.727035, r2_score: 0.607841
Validation 213, loss: 0.782749, mean_absolute_error: 0.682213, r2_score: 0.655923
Train 214, loss: 0.873994, mean_absolute_error: 0.729381, r2_score: 0.605658
Validation 214, loss: 0.783501, mean_absolute_error: 0.689701, r2_score: 0.655593
Train 215, loss: 0.879940, mean_absolute_error: 0.729540, r2_score: 0.602715
Validation 215, loss: 0.756142, mean_absolute_error: 0.691367, r2_score: 0.667619
Train 216, loss: 0.880877, mean_absolute_error: 0.727625, r2_score: 0.601848
Validation 216, loss: 0.943233, mean_absolute_error: 0.787839, r2_score: 0.585379
Train 217, loss: 0.878829, mean_absolute_error: 0.728145, r2_score: 0.603298
Validation 217, loss: 0.738579, mean_absolute_error: 0.674247, r2_score: 0.675339
Train 218, loss: 0.865995, mean_absolute_error: 0.724520, r2_score: 0.609039
Validation 218, loss: 0.773506, mean_absolute_error: 0.690276, r2_score: 0.659986
Train 219, loss: 0.863603, mean_absolute_error: 0.723630, r2_score: 0.610117
Validation 219, loss: 0.807701, mean_absolute_error: 0.715809, r2_score: 0.644955
Train 220, loss: 0.860466, mean_absolute_error: 0.720032, r2_score: 0.611686
Validation 220, loss: 0.771839, mean_absolute_error: 0.685866, r2_score: 0.660719
Train 221, loss: 0.880948, mean_absolute_error: 0.729732, r2_score: 0.602517
Validation 221, loss: 0.777780, mean_absolute_error: 0.679645, r2_score: 0.658108
Train 222, loss: 0.882746, mean_absolute_error: 0.731179, r2_score: 0.601500
Validation 222, loss: 0.769746, mean_absolute_error: 0.675344, r2_score: 0.661639
Train 223, loss: 0.879174, mean_absolute_error: 0.729249, r2_score: 0.603435
Validation 223, loss: 0.841696, mean_absolute_error: 0.739561, r2_score: 0.630012
Train 224, loss: 0.852787, mean_absolute_error: 0.715313, r2_score: 0.614852
Validation 224, loss: 0.907384, mean_absolute_error: 0.727613, r2_score: 0.601137
Train 225, loss: 0.867687, mean_absolute_error: 0.720576, r2_score: 0.608420
Validation 225, loss: 0.764261, mean_absolute_error: 0.670261, r2_score: 0.664050
Train 226, loss: 0.880581, mean_absolute_error: 0.727166, r2_score: 0.602345
Validation 226, loss: 0.726568, mean_absolute_error: 0.655442, r2_score: 0.680619
Train 227, loss: 0.864679, mean_absolute_error: 0.718414, r2_score: 0.609610
Validation 227, loss: 0.696589, mean_absolute_error: 0.638050, r2_score: 0.693797
Train 228, loss: 0.870413, mean_absolute_error: 0.725985, r2_score: 0.607277
Validation 228, loss: 0.738688, mean_absolute_error: 0.669197, r2_score: 0.675292
Train 229, loss: 0.878021, mean_absolute_error: 0.727220, r2_score: 0.603841
Validation 229, loss: 0.781646, mean_absolute_error: 0.702820, r2_score: 0.656408
Train 230, loss: 0.863014, mean_absolute_error: 0.721306, r2_score: 0.610610
Validation 230, loss: 0.767413, mean_absolute_error: 0.677008, r2_score: 0.662665
Train 231, loss: 0.865668, mean_absolute_error: 0.721674, r2_score: 0.609235
Validation 231, loss: 0.846336, mean_absolute_error: 0.718187, r2_score: 0.627972
Train 232, loss: 0.862987, mean_absolute_error: 0.721618, r2_score: 0.610430
Validation 232, loss: 0.825977, mean_absolute_error: 0.721990, r2_score: 0.636922
Train 233, loss: 0.846307, mean_absolute_error: 0.714991, r2_score: 0.617974
Validation 233, loss: 0.798056, mean_absolute_error: 0.710424, r2_score: 0.649195
Train 234, loss: 0.846011, mean_absolute_error: 0.715196, r2_score: 0.617682
Validation 234, loss: 0.778775, mean_absolute_error: 0.695933, r2_score: 0.657670
Train 235, loss: 0.845581, mean_absolute_error: 0.715002, r2_score: 0.618742
Validation 235, loss: 0.776548, mean_absolute_error: 0.674925, r2_score: 0.658649
Train 236, loss: 0.852896, mean_absolute_error: 0.717574, r2_score: 0.614603
Validation 236, loss: 0.768229, mean_absolute_error: 0.686408, r2_score: 0.662306
Train 237, loss: 0.839275, mean_absolute_error: 0.714784, r2_score: 0.621077
Validation 237, loss: 0.699673, mean_absolute_error: 0.657034, r2_score: 0.692441
Train 238, loss: 0.844970, mean_absolute_error: 0.716441, r2_score: 0.618461
Validation 238, loss: 0.728564, mean_absolute_error: 0.670233, r2_score: 0.679742
Train 239, loss: 0.847293, mean_absolute_error: 0.715856, r2_score: 0.617853
Validation 239, loss: 0.736000, mean_absolute_error: 0.680207, r2_score: 0.676473
Train 240, loss: 0.857161, mean_absolute_error: 0.715249, r2_score: 0.613257
Validation 240, loss: 0.793691, mean_absolute_error: 0.702024, r2_score: 0.651114
Train 241, loss: 0.860275, mean_absolute_error: 0.718763, r2_score: 0.611781
Validation 241, loss: 0.811083, mean_absolute_error: 0.690664, r2_score: 0.643468
Train 242, loss: 0.911534, mean_absolute_error: 0.730514, r2_score: 0.588686
Validation 242, loss: 0.835773, mean_absolute_error: 0.726646, r2_score: 0.632615
Train 243, loss: 0.942801, mean_absolute_error: 0.737298, r2_score: 0.574329
Validation 243, loss: 0.736546, mean_absolute_error: 0.665046, r2_score: 0.676233
Train 244, loss: 0.904337, mean_absolute_error: 0.728951, r2_score: 0.591547
Validation 244, loss: 0.752380, mean_absolute_error: 0.673804, r2_score: 0.669273
Train 245, loss: 0.963038, mean_absolute_error: 0.746405, r2_score: 0.565143
Validation 245, loss: 0.732960, mean_absolute_error: 0.672870, r2_score: 0.677809
Train 246, loss: 0.929842, mean_absolute_error: 0.730380, r2_score: 0.580353
Validation 246, loss: 0.825464, mean_absolute_error: 0.715276, r2_score: 0.637147
Train 247, loss: 0.857036, mean_absolute_error: 0.717535, r2_score: 0.613596
Validation 247, loss: 0.788953, mean_absolute_error: 0.683305, r2_score: 0.653196
Train 248, loss: 0.832516, mean_absolute_error: 0.709500, r2_score: 0.624379
Validation 248, loss: 0.831628, mean_absolute_error: 0.720188, r2_score: 0.634437
Train 249, loss: 0.851391, mean_absolute_error: 0.713052, r2_score: 0.615976
Validation 249, loss: 0.749262, mean_absolute_error: 0.674808, r2_score: 0.670643
Train 250, loss: 0.980260, mean_absolute_error: 0.745991, r2_score: 0.557634
Validation 250, loss: 0.748568, mean_absolute_error: 0.682759, r2_score: 0.670949
Train 251, loss: 0.936383, mean_absolute_error: 0.735677, r2_score: 0.577299
Validation 251, loss: 0.750951, mean_absolute_error: 0.674145, r2_score: 0.669901
Train 252, loss: 0.835911, mean_absolute_error: 0.710684, r2_score: 0.622752
Validation 252, loss: 0.721544, mean_absolute_error: 0.668401, r2_score: 0.682828
Train 253, loss: 0.821564, mean_absolute_error: 0.702662, r2_score: 0.629203
Validation 253, loss: 0.706228, mean_absolute_error: 0.654758, r2_score: 0.689560
Train 254, loss: 0.840663, mean_absolute_error: 0.711016, r2_score: 0.620654
Validation 254, loss: 0.770940, mean_absolute_error: 0.700453, r2_score: 0.661114
Train 255, loss: 0.815033, mean_absolute_error: 0.701375, r2_score: 0.632039
Validation 255, loss: 0.743223, mean_absolute_error: 0.683780, r2_score: 0.673298
Train 256, loss: 0.851046, mean_absolute_error: 0.714200, r2_score: 0.615688
Validation 256, loss: 0.742118, mean_absolute_error: 0.665566, r2_score: 0.673784
Train 257, loss: 0.829343, mean_absolute_error: 0.704588, r2_score: 0.625500
Validation 257, loss: 0.802278, mean_absolute_error: 0.693932, r2_score: 0.647339
Train 258, loss: 0.856846, mean_absolute_error: 0.713485, r2_score: 0.613555
Validation 258, loss: 0.674047, mean_absolute_error: 0.628833, r2_score: 0.703706
Train 259, loss: 0.825785, mean_absolute_error: 0.706586, r2_score: 0.627272
Validation 259, loss: 0.845426, mean_absolute_error: 0.725825, r2_score: 0.628372
Train 260, loss: 0.830901, mean_absolute_error: 0.705369, r2_score: 0.624715
Validation 260, loss: 0.704127, mean_absolute_error: 0.656058, r2_score: 0.690483
Train 261, loss: 0.811929, mean_absolute_error: 0.698747, r2_score: 0.633743
Validation 261, loss: 0.708060, mean_absolute_error: 0.656573, r2_score: 0.688755
Train 262, loss: 0.824440, mean_absolute_error: 0.704328, r2_score: 0.627752
Validation 262, loss: 0.800975, mean_absolute_error: 0.677578, r2_score: 0.647912
Train 263, loss: 0.848421, mean_absolute_error: 0.707889, r2_score: 0.616615
Validation 263, loss: 0.706198, mean_absolute_error: 0.645816, r2_score: 0.689573
Train 264, loss: 0.815019, mean_absolute_error: 0.699702, r2_score: 0.632388
Validation 264, loss: 0.726086, mean_absolute_error: 0.673205, r2_score: 0.680831
Train 265, loss: 0.827770, mean_absolute_error: 0.702003, r2_score: 0.626500
Validation 265, loss: 0.704861, mean_absolute_error: 0.643716, r2_score: 0.690161
Train 266, loss: 0.805544, mean_absolute_error: 0.698195, r2_score: 0.636538
Validation 266, loss: 0.680295, mean_absolute_error: 0.646362, r2_score: 0.700959
Train 267, loss: 0.805572, mean_absolute_error: 0.691717, r2_score: 0.636031
Validation 267, loss: 0.708906, mean_absolute_error: 0.650236, r2_score: 0.688383
Train 268, loss: 0.809979, mean_absolute_error: 0.697209, r2_score: 0.634114
Validation 268, loss: 0.696203, mean_absolute_error: 0.645613, r2_score: 0.693967
Train 269, loss: 0.827078, mean_absolute_error: 0.701082, r2_score: 0.627124
Validation 269, loss: 0.818807, mean_absolute_error: 0.701630, r2_score: 0.640073
Train 270, loss: 0.808290, mean_absolute_error: 0.697470, r2_score: 0.635286
Validation 270, loss: 0.687495, mean_absolute_error: 0.655238, r2_score: 0.697794
Train 271, loss: 0.804619, mean_absolute_error: 0.692783, r2_score: 0.636852
Validation 271, loss: 0.697447, mean_absolute_error: 0.626981, r2_score: 0.693420
Train 272, loss: 0.782736, mean_absolute_error: 0.686346, r2_score: 0.646310
Validation 272, loss: 0.686183, mean_absolute_error: 0.632509, r2_score: 0.698371
Train 273, loss: 0.797916, mean_absolute_error: 0.693207, r2_score: 0.639890
Validation 273, loss: 0.671174, mean_absolute_error: 0.646314, r2_score: 0.704969
Train 274, loss: 0.796030, mean_absolute_error: 0.688811, r2_score: 0.641014
Validation 274, loss: 0.672843, mean_absolute_error: 0.634434, r2_score: 0.704235
Train 275, loss: 0.801789, mean_absolute_error: 0.690722, r2_score: 0.638164
Validation 275, loss: 0.786784, mean_absolute_error: 0.689259, r2_score: 0.654150
Train 276, loss: 0.793458, mean_absolute_error: 0.689570, r2_score: 0.642220
Validation 276, loss: 0.718245, mean_absolute_error: 0.664526, r2_score: 0.684278
Train 277, loss: 0.787773, mean_absolute_error: 0.687417, r2_score: 0.644327
Validation 277, loss: 0.689713, mean_absolute_error: 0.635489, r2_score: 0.696820
Train 278, loss: 0.795026, mean_absolute_error: 0.690067, r2_score: 0.641355
Validation 278, loss: 0.682766, mean_absolute_error: 0.647715, r2_score: 0.699873
Train 279, loss: 0.789753, mean_absolute_error: 0.687873, r2_score: 0.643242
Validation 279, loss: 0.658856, mean_absolute_error: 0.631457, r2_score: 0.710384
Train 280, loss: 0.793355, mean_absolute_error: 0.689934, r2_score: 0.641497
Validation 280, loss: 0.740619, mean_absolute_error: 0.673082, r2_score: 0.674442
Train 281, loss: 0.787108, mean_absolute_error: 0.685373, r2_score: 0.644662
Validation 281, loss: 0.678229, mean_absolute_error: 0.647246, r2_score: 0.701868
Train 282, loss: 0.781568, mean_absolute_error: 0.681579, r2_score: 0.646740
Validation 282, loss: 0.690258, mean_absolute_error: 0.640394, r2_score: 0.696580
Train 283, loss: 0.784729, mean_absolute_error: 0.683745, r2_score: 0.646252
Validation 283, loss: 0.664828, mean_absolute_error: 0.633422, r2_score: 0.707758
Train 284, loss: 0.783991, mean_absolute_error: 0.683800, r2_score: 0.645891
Validation 284, loss: 0.661392, mean_absolute_error: 0.631117, r2_score: 0.709269
Train 285, loss: 0.778818, mean_absolute_error: 0.681337, r2_score: 0.648525
Validation 285, loss: 0.668682, mean_absolute_error: 0.625772, r2_score: 0.706064
Train 286, loss: 0.770276, mean_absolute_error: 0.679677, r2_score: 0.652361
Validation 286, loss: 0.694142, mean_absolute_error: 0.645709, r2_score: 0.694873
Train 287, loss: 0.769539, mean_absolute_error: 0.678914, r2_score: 0.652865
Validation 287, loss: 0.684494, mean_absolute_error: 0.632907, r2_score: 0.699114
Train 288, loss: 0.791634, mean_absolute_error: 0.686635, r2_score: 0.642674
Validation 288, loss: 0.769511, mean_absolute_error: 0.666486, r2_score: 0.661742
Train 289, loss: 0.773030, mean_absolute_error: 0.678378, r2_score: 0.651403
Validation 289, loss: 0.728378, mean_absolute_error: 0.643309, r2_score: 0.679823
Train 290, loss: 0.789689, mean_absolute_error: 0.684818, r2_score: 0.643387
Validation 290, loss: 0.681022, mean_absolute_error: 0.632995, r2_score: 0.700640
Train 291, loss: 0.780056, mean_absolute_error: 0.681495, r2_score: 0.648069
Validation 291, loss: 0.803595, mean_absolute_error: 0.712223, r2_score: 0.646760
Train 292, loss: 0.781312, mean_absolute_error: 0.681087, r2_score: 0.647434
Validation 292, loss: 0.728671, mean_absolute_error: 0.668862, r2_score: 0.679694
Train 293, loss: 0.777656, mean_absolute_error: 0.682916, r2_score: 0.648535
Validation 293, loss: 0.702059, mean_absolute_error: 0.639394, r2_score: 0.691393
Train 294, loss: 0.766587, mean_absolute_error: 0.675975, r2_score: 0.654195
Validation 294, loss: 0.703136, mean_absolute_error: 0.637953, r2_score: 0.690919
Train 295, loss: 0.771115, mean_absolute_error: 0.677555, r2_score: 0.652079
Validation 295, loss: 0.745702, mean_absolute_error: 0.648618, r2_score: 0.672208
Train 296, loss: 0.777842, mean_absolute_error: 0.680472, r2_score: 0.648888
Validation 296, loss: 0.695723, mean_absolute_error: 0.651085, r2_score: 0.694178
Train 297, loss: 0.765661, mean_absolute_error: 0.675350, r2_score: 0.654859
Validation 297, loss: 0.680120, mean_absolute_error: 0.645205, r2_score: 0.701037
Train 298, loss: 0.756706, mean_absolute_error: 0.672997, r2_score: 0.658023
Validation 298, loss: 0.676517, mean_absolute_error: 0.638126, r2_score: 0.702620
Train 299, loss: 0.774022, mean_absolute_error: 0.679499, r2_score: 0.650656
Validation 299, loss: 0.736497, mean_absolute_error: 0.680871, r2_score: 0.676255
Train 300, loss: 0.777162, mean_absolute_error: 0.677874, r2_score: 0.649045
Validation 300, loss: 0.719869, mean_absolute_error: 0.639998, r2_score: 0.683564
Train 301, loss: 0.753300, mean_absolute_error: 0.670893, r2_score: 0.660003
Validation 301, loss: 0.691978, mean_absolute_error: 0.656254, r2_score: 0.695824
Train 302, loss: 0.765374, mean_absolute_error: 0.678193, r2_score: 0.654496
Validation 302, loss: 0.702700, mean_absolute_error: 0.644652, r2_score: 0.691111
Train 303, loss: 0.757627, mean_absolute_error: 0.669328, r2_score: 0.658327
Validation 303, loss: 0.661194, mean_absolute_error: 0.625490, r2_score: 0.709356
Train 304, loss: 0.754441, mean_absolute_error: 0.670696, r2_score: 0.659429
Validation 304, loss: 0.680773, mean_absolute_error: 0.648970, r2_score: 0.700749
Train 305, loss: 0.752562, mean_absolute_error: 0.669550, r2_score: 0.660052
Validation 305, loss: 0.922859, mean_absolute_error: 0.764018, r2_score: 0.594334
Train 306, loss: 0.759304, mean_absolute_error: 0.673327, r2_score: 0.657046
Validation 306, loss: 0.649053, mean_absolute_error: 0.613787, r2_score: 0.714693
Train 307, loss: 0.768770, mean_absolute_error: 0.676351, r2_score: 0.653144
Validation 307, loss: 0.673809, mean_absolute_error: 0.624364, r2_score: 0.703811
Train 308, loss: 0.755599, mean_absolute_error: 0.668912, r2_score: 0.657994
Validation 308, loss: 0.709194, mean_absolute_error: 0.644412, r2_score: 0.688256
Train 309, loss: 0.753856, mean_absolute_error: 0.669082, r2_score: 0.659418
Validation 309, loss: 0.728530, mean_absolute_error: 0.645874, r2_score: 0.679757
Train 310, loss: 0.809344, mean_absolute_error: 0.686069, r2_score: 0.634805
Validation 310, loss: 0.697238, mean_absolute_error: 0.658830, r2_score: 0.693512
Train 311, loss: 0.747792, mean_absolute_error: 0.665592, r2_score: 0.662592
Validation 311, loss: 0.797778, mean_absolute_error: 0.708563, r2_score: 0.649317
Train 312, loss: 0.750663, mean_absolute_error: 0.667254, r2_score: 0.661453
Validation 312, loss: 0.660166, mean_absolute_error: 0.624111, r2_score: 0.709808
Train 313, loss: 0.749660, mean_absolute_error: 0.668104, r2_score: 0.661791
Validation 313, loss: 0.681319, mean_absolute_error: 0.632360, r2_score: 0.700509
Train 314, loss: 0.749213, mean_absolute_error: 0.667487, r2_score: 0.661773
Validation 314, loss: 0.666531, mean_absolute_error: 0.625345, r2_score: 0.707010
Train 315, loss: 0.742180, mean_absolute_error: 0.663117, r2_score: 0.664733
Validation 315, loss: 0.814637, mean_absolute_error: 0.723308, r2_score: 0.641906
Train 316, loss: 0.755092, mean_absolute_error: 0.667121, r2_score: 0.658807
Validation 316, loss: 0.664540, mean_absolute_error: 0.621286, r2_score: 0.707885
Train 317, loss: 0.746503, mean_absolute_error: 0.662373, r2_score: 0.662902
Validation 317, loss: 0.658010, mean_absolute_error: 0.634043, r2_score: 0.710755
Train 318, loss: 0.741798, mean_absolute_error: 0.661947, r2_score: 0.665284
Validation 318, loss: 0.650664, mean_absolute_error: 0.618628, r2_score: 0.713984
Train 319, loss: 0.743473, mean_absolute_error: 0.664049, r2_score: 0.664601
Validation 319, loss: 0.655166, mean_absolute_error: 0.620961, r2_score: 0.712006
Train 320, loss: 0.745087, mean_absolute_error: 0.663742, r2_score: 0.663745
Validation 320, loss: 0.704213, mean_absolute_error: 0.650328, r2_score: 0.690446
Train 321, loss: 0.727759, mean_absolute_error: 0.655695, r2_score: 0.671247
Validation 321, loss: 0.664527, mean_absolute_error: 0.615451, r2_score: 0.707891
Train 322, loss: 0.744650, mean_absolute_error: 0.663481, r2_score: 0.663756
Validation 322, loss: 0.641919, mean_absolute_error: 0.607878, r2_score: 0.717829
Train 323, loss: 0.743947, mean_absolute_error: 0.663469, r2_score: 0.664306
Validation 323, loss: 0.674915, mean_absolute_error: 0.628692, r2_score: 0.703325
Train 324, loss: 0.740300, mean_absolute_error: 0.661824, r2_score: 0.666024
Validation 324, loss: 0.650411, mean_absolute_error: 0.623711, r2_score: 0.714096
Train 325, loss: 0.733009, mean_absolute_error: 0.658862, r2_score: 0.669279
Validation 325, loss: 0.687865, mean_absolute_error: 0.638242, r2_score: 0.697632
Train 326, loss: 0.727748, mean_absolute_error: 0.657920, r2_score: 0.671407
Validation 326, loss: 0.694688, mean_absolute_error: 0.642644, r2_score: 0.694633
Train 327, loss: 0.744183, mean_absolute_error: 0.662598, r2_score: 0.664200
Validation 327, loss: 0.712428, mean_absolute_error: 0.654626, r2_score: 0.686835
Train 328, loss: 0.742568, mean_absolute_error: 0.661131, r2_score: 0.664837
Validation 328, loss: 0.709039, mean_absolute_error: 0.649359, r2_score: 0.688325
Train 329, loss: 0.727041, mean_absolute_error: 0.656313, r2_score: 0.671784
Validation 329, loss: 0.731849, mean_absolute_error: 0.662076, r2_score: 0.678298
Train 330, loss: 0.733806, mean_absolute_error: 0.657218, r2_score: 0.668780
Validation 330, loss: 0.645090, mean_absolute_error: 0.612775, r2_score: 0.716435
Train 331, loss: 0.731161, mean_absolute_error: 0.656031, r2_score: 0.670081
Validation 331, loss: 0.659185, mean_absolute_error: 0.612850, r2_score: 0.710239
Train 332, loss: 0.732135, mean_absolute_error: 0.656253, r2_score: 0.669251
Validation 332, loss: 0.646286, mean_absolute_error: 0.619343, r2_score: 0.715909
Train 333, loss: 0.732122, mean_absolute_error: 0.657548, r2_score: 0.669593
Validation 333, loss: 0.671756, mean_absolute_error: 0.623935, r2_score: 0.704713
Train 334, loss: 0.741448, mean_absolute_error: 0.660265, r2_score: 0.665519
Validation 334, loss: 0.704364, mean_absolute_error: 0.632068, r2_score: 0.690380
Train 335, loss: 0.740645, mean_absolute_error: 0.658685, r2_score: 0.665951
Validation 335, loss: 0.647307, mean_absolute_error: 0.613454, r2_score: 0.715460
Train 336, loss: 0.717992, mean_absolute_error: 0.650541, r2_score: 0.675933
Validation 336, loss: 0.805296, mean_absolute_error: 0.687736, r2_score: 0.646012
Train 337, loss: 0.726905, mean_absolute_error: 0.652739, r2_score: 0.671797
Validation 337, loss: 0.637392, mean_absolute_error: 0.619358, r2_score: 0.719818
Train 338, loss: 0.730761, mean_absolute_error: 0.657490, r2_score: 0.670114
