Namespace(batch_size=16, dataset='modelnet40', dropout=0.5, epochs=1000, eval=False, exp_name='sa16_lr5e_4_b16_0820', lr=0.0005, model_path='/model_27431.t7', momentum=0.9, no_cuda=False, num_points=27431, seed=1, test_batch_size=32, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 3.203070, mean_absolute_error: 1.427596, r2_score: -0.445943
Validation 168, loss: 0.822743, mean_absolute_error: 0.711576, r2_score: 0.638343
Train 169, loss: 0.826774, mean_absolute_error: 0.706157, r2_score: 0.626443
Validation 169, loss: 0.664530, mean_absolute_error: 0.633215, r2_score: 0.707889
Train 170, loss: 0.809879, mean_absolute_error: 0.694212, r2_score: 0.634427
Validation 170, loss: 0.737750, mean_absolute_error: 0.688322, r2_score: 0.675704
Train 171, loss: 0.808251, mean_absolute_error: 0.696231, r2_score: 0.634982
Validation 171, loss: 0.724779, mean_absolute_error: 0.669991, r2_score: 0.681405
Train 172, loss: 0.829447, mean_absolute_error: 0.700448, r2_score: 0.625675
Validation 172, loss: 0.719007, mean_absolute_error: 0.671214, r2_score: 0.683943
Train 173, loss: 0.809235, mean_absolute_error: 0.696092, r2_score: 0.634781
Validation 173, loss: 0.711300, mean_absolute_error: 0.664942, r2_score: 0.687330
Train 174, loss: 0.815820, mean_absolute_error: 0.699856, r2_score: 0.631897
Validation 174, loss: 0.694942, mean_absolute_error: 0.663164, r2_score: 0.694521
Train 175, loss: 0.819774, mean_absolute_error: 0.700150, r2_score: 0.629696
Validation 175, loss: 0.678744, mean_absolute_error: 0.641527, r2_score: 0.701641
Train 176, loss: 0.802629, mean_absolute_error: 0.694075, r2_score: 0.637649
Validation 176, loss: 0.714045, mean_absolute_error: 0.663310, r2_score: 0.686124
Train 177, loss: 0.819750, mean_absolute_error: 0.698141, r2_score: 0.630029
Validation 177, loss: 0.717147, mean_absolute_error: 0.664494, r2_score: 0.684760
Train 178, loss: 0.825781, mean_absolute_error: 0.700824, r2_score: 0.627327
Validation 178, loss: 0.758009, mean_absolute_error: 0.698274, r2_score: 0.666799
Train 179, loss: 0.818467, mean_absolute_error: 0.696422, r2_score: 0.630575
Validation 179, loss: 0.739946, mean_absolute_error: 0.692666, r2_score: 0.674739
Train 180, loss: 0.805627, mean_absolute_error: 0.692477, r2_score: 0.636488
Validation 180, loss: 0.704768, mean_absolute_error: 0.665555, r2_score: 0.690202
Train 181, loss: 0.805148, mean_absolute_error: 0.694376, r2_score: 0.636617
Validation 181, loss: 0.664301, mean_absolute_error: 0.635337, r2_score: 0.707990
Train 182, loss: 0.809894, mean_absolute_error: 0.696327, r2_score: 0.634574
Validation 182, loss: 0.666711, mean_absolute_error: 0.618195, r2_score: 0.706931
Train 183, loss: 0.811122, mean_absolute_error: 0.696748, r2_score: 0.633793
Validation 183, loss: 0.713883, mean_absolute_error: 0.671133, r2_score: 0.686195
Train 184, loss: 0.809129, mean_absolute_error: 0.691967, r2_score: 0.634787
Validation 184, loss: 0.721365, mean_absolute_error: 0.664464, r2_score: 0.682906
Train 185, loss: 0.817008, mean_absolute_error: 0.699637, r2_score: 0.631168
Validation 185, loss: 0.660041, mean_absolute_error: 0.636663, r2_score: 0.709863
Train 186, loss: 0.794912, mean_absolute_error: 0.692871, r2_score: 0.641023
Validation 186, loss: 0.687506, mean_absolute_error: 0.646563, r2_score: 0.697790
Train 187, loss: 0.808654, mean_absolute_error: 0.691936, r2_score: 0.635062
Validation 187, loss: 0.671849, mean_absolute_error: 0.641884, r2_score: 0.704672
Train 188, loss: 0.802028, mean_absolute_error: 0.689292, r2_score: 0.638047
Validation 188, loss: 0.675442, mean_absolute_error: 0.637305, r2_score: 0.703093
Train 189, loss: 0.800612, mean_absolute_error: 0.688259, r2_score: 0.638710
Validation 189, loss: 0.844458, mean_absolute_error: 0.727710, r2_score: 0.628798
Train 190, loss: 0.799800, mean_absolute_error: 0.690193, r2_score: 0.639098
Validation 190, loss: 0.673506, mean_absolute_error: 0.643258, r2_score: 0.703944
Train 191, loss: 0.802548, mean_absolute_error: 0.690468, r2_score: 0.637448
Validation 191, loss: 0.648378, mean_absolute_error: 0.625616, r2_score: 0.714990
Train 192, loss: 0.793395, mean_absolute_error: 0.686760, r2_score: 0.641875
Validation 192, loss: 0.655695, mean_absolute_error: 0.636677, r2_score: 0.711773
Train 193, loss: 0.813485, mean_absolute_error: 0.698611, r2_score: 0.632634
Validation 193, loss: 0.659632, mean_absolute_error: 0.625551, r2_score: 0.710043
Train 194, loss: 0.805400, mean_absolute_error: 0.689887, r2_score: 0.636522
Validation 194, loss: 0.806742, mean_absolute_error: 0.722110, r2_score: 0.645377
Train 195, loss: 0.803054, mean_absolute_error: 0.695079, r2_score: 0.637396
Validation 195, loss: 0.646921, mean_absolute_error: 0.615328, r2_score: 0.715630
Train 196, loss: 0.795255, mean_absolute_error: 0.686878, r2_score: 0.640928
Validation 196, loss: 0.649615, mean_absolute_error: 0.610571, r2_score: 0.714446
Train 197, loss: 0.796194, mean_absolute_error: 0.688833, r2_score: 0.640708
Validation 197, loss: 0.722044, mean_absolute_error: 0.664653, r2_score: 0.682608
Train 198, loss: 0.789919, mean_absolute_error: 0.682283, r2_score: 0.643470
Validation 198, loss: 0.629088, mean_absolute_error: 0.604844, r2_score: 0.723469
Train 199, loss: 0.785836, mean_absolute_error: 0.682272, r2_score: 0.645423
Validation 199, loss: 0.702606, mean_absolute_error: 0.664950, r2_score: 0.691152
Train 200, loss: 0.788296, mean_absolute_error: 0.684241, r2_score: 0.644194
Validation 200, loss: 0.654125, mean_absolute_error: 0.630798, r2_score: 0.712463
Train 201, loss: 0.791279, mean_absolute_error: 0.685103, r2_score: 0.642939
Validation 201, loss: 0.717351, mean_absolute_error: 0.668425, r2_score: 0.684671
Train 202, loss: 0.784506, mean_absolute_error: 0.686405, r2_score: 0.646072
Validation 202, loss: 0.616122, mean_absolute_error: 0.595393, r2_score: 0.729168
Train 203, loss: 0.781526, mean_absolute_error: 0.681879, r2_score: 0.647151
Validation 203, loss: 0.677974, mean_absolute_error: 0.646280, r2_score: 0.701980
Train 204, loss: 0.790653, mean_absolute_error: 0.682699, r2_score: 0.643219
Validation 204, loss: 0.679814, mean_absolute_error: 0.641658, r2_score: 0.701171
Train 205, loss: 0.790062, mean_absolute_error: 0.681887, r2_score: 0.643391
Validation 205, loss: 0.675558, mean_absolute_error: 0.641043, r2_score: 0.703042
Train 206, loss: 0.779069, mean_absolute_error: 0.681358, r2_score: 0.648354
Validation 206, loss: 0.689665, mean_absolute_error: 0.661720, r2_score: 0.696841
Train 207, loss: 0.786769, mean_absolute_error: 0.683693, r2_score: 0.645001
Validation 207, loss: 0.658687, mean_absolute_error: 0.637552, r2_score: 0.710458
Train 208, loss: 0.773808, mean_absolute_error: 0.675224, r2_score: 0.650696
Validation 208, loss: 0.623426, mean_absolute_error: 0.600421, r2_score: 0.725958
Train 209, loss: 0.781112, mean_absolute_error: 0.681788, r2_score: 0.647406
Validation 209, loss: 0.649576, mean_absolute_error: 0.626396, r2_score: 0.714463
Train 210, loss: 0.782453, mean_absolute_error: 0.680540, r2_score: 0.646829
Validation 210, loss: 0.662322, mean_absolute_error: 0.637538, r2_score: 0.708860
Train 211, loss: 0.781216, mean_absolute_error: 0.676028, r2_score: 0.647035
Validation 211, loss: 0.682691, mean_absolute_error: 0.643828, r2_score: 0.699906
Train 212, loss: 0.777739, mean_absolute_error: 0.676492, r2_score: 0.648816
Validation 212, loss: 0.730397, mean_absolute_error: 0.679992, r2_score: 0.678936
Train 213, loss: 0.773915, mean_absolute_error: 0.674790, r2_score: 0.650608
Validation 213, loss: 0.667973, mean_absolute_error: 0.639211, r2_score: 0.706376
Train 214, loss: 0.785838, mean_absolute_error: 0.682781, r2_score: 0.645267
Validation 214, loss: 0.726531, mean_absolute_error: 0.672389, r2_score: 0.680635
Train 215, loss: 0.774522, mean_absolute_error: 0.675833, r2_score: 0.650385
Validation 215, loss: 0.670950, mean_absolute_error: 0.649775, r2_score: 0.705068
Train 216, loss: 0.766361, mean_absolute_error: 0.677588, r2_score: 0.654051
Validation 216, loss: 0.814719, mean_absolute_error: 0.724642, r2_score: 0.641870
Train 217, loss: 0.770653, mean_absolute_error: 0.675244, r2_score: 0.651956
Validation 217, loss: 0.645059, mean_absolute_error: 0.612808, r2_score: 0.716448
Train 218, loss: 0.772851, mean_absolute_error: 0.675329, r2_score: 0.651256
Validation 218, loss: 0.679279, mean_absolute_error: 0.628968, r2_score: 0.701406
Train 219, loss: 0.774287, mean_absolute_error: 0.676801, r2_score: 0.650557
Validation 219, loss: 0.681043, mean_absolute_error: 0.648555, r2_score: 0.700631
Train 220, loss: 0.784397, mean_absolute_error: 0.678252, r2_score: 0.646084
Validation 220, loss: 0.650553, mean_absolute_error: 0.623934, r2_score: 0.714034
Train 221, loss: 0.766579, mean_absolute_error: 0.673257, r2_score: 0.654057
Validation 221, loss: 0.657417, mean_absolute_error: 0.618122, r2_score: 0.711016
Train 222, loss: 0.778449, mean_absolute_error: 0.678151, r2_score: 0.648630
Validation 222, loss: 0.644534, mean_absolute_error: 0.622325, r2_score: 0.716679
Train 223, loss: 0.769173, mean_absolute_error: 0.675911, r2_score: 0.652852
Validation 223, loss: 0.649627, mean_absolute_error: 0.625991, r2_score: 0.714440
Train 224, loss: 0.756507, mean_absolute_error: 0.669754, r2_score: 0.658417
Validation 224, loss: 0.638268, mean_absolute_error: 0.615887, r2_score: 0.719434
Train 225, loss: 0.774377, mean_absolute_error: 0.675193, r2_score: 0.650412
Validation 225, loss: 0.656818, mean_absolute_error: 0.635187, r2_score: 0.711279
Train 226, loss: 0.761072, mean_absolute_error: 0.668125, r2_score: 0.656357
Validation 226, loss: 0.647042, mean_absolute_error: 0.627002, r2_score: 0.715577
Train 227, loss: 0.764612, mean_absolute_error: 0.676919, r2_score: 0.654944
Validation 227, loss: 0.731271, mean_absolute_error: 0.687229, r2_score: 0.678552
Train 228, loss: 0.759313, mean_absolute_error: 0.670243, r2_score: 0.657240
Validation 228, loss: 0.634005, mean_absolute_error: 0.605894, r2_score: 0.721308
Train 229, loss: 0.760781, mean_absolute_error: 0.669848, r2_score: 0.656658
Validation 229, loss: 0.698455, mean_absolute_error: 0.664709, r2_score: 0.692977
Train 230, loss: 0.757547, mean_absolute_error: 0.667969, r2_score: 0.658101
Validation 230, loss: 0.685718, mean_absolute_error: 0.650599, r2_score: 0.698576
Train 231, loss: 0.775308, mean_absolute_error: 0.674772, r2_score: 0.650123
Validation 231, loss: 0.637573, mean_absolute_error: 0.619104, r2_score: 0.719739
Train 232, loss: 0.773225, mean_absolute_error: 0.671111, r2_score: 0.651088
Validation 232, loss: 0.621799, mean_absolute_error: 0.605666, r2_score: 0.726673
Train 233, loss: 0.755206, mean_absolute_error: 0.669160, r2_score: 0.659186
Validation 233, loss: 0.657249, mean_absolute_error: 0.635608, r2_score: 0.711090
Train 234, loss: 0.780521, mean_absolute_error: 0.676154, r2_score: 0.647562
Validation 234, loss: 0.696655, mean_absolute_error: 0.656199, r2_score: 0.693768
Train 235, loss: 0.766722, mean_absolute_error: 0.671750, r2_score: 0.654030
Validation 235, loss: 0.692357, mean_absolute_error: 0.660790, r2_score: 0.695658
Train 236, loss: 0.747446, mean_absolute_error: 0.664851, r2_score: 0.662417
Validation 236, loss: 0.652741, mean_absolute_error: 0.613222, r2_score: 0.713072
Train 237, loss: 0.749747, mean_absolute_error: 0.664397, r2_score: 0.661553
Validation 237, loss: 0.659905, mean_absolute_error: 0.637721, r2_score: 0.709922
Train 238, loss: 0.772884, mean_absolute_error: 0.673717, r2_score: 0.651082
Validation 238, loss: 0.767407, mean_absolute_error: 0.706390, r2_score: 0.662667
Train 239, loss: 0.753233, mean_absolute_error: 0.663060, r2_score: 0.660064
Validation 239, loss: 0.610745, mean_absolute_error: 0.600520, r2_score: 0.731532
Train 240, loss: 0.748687, mean_absolute_error: 0.661335, r2_score: 0.662096
Validation 240, loss: 0.636132, mean_absolute_error: 0.613213, r2_score: 0.720372
Train 241, loss: 0.761360, mean_absolute_error: 0.668419, r2_score: 0.656376
Validation 241, loss: 0.630333, mean_absolute_error: 0.612360, r2_score: 0.722922
Train 242, loss: 0.758038, mean_absolute_error: 0.667917, r2_score: 0.657856
Validation 242, loss: 0.729898, mean_absolute_error: 0.681701, r2_score: 0.679155
Train 243, loss: 0.748745, mean_absolute_error: 0.662814, r2_score: 0.662138
Validation 243, loss: 0.630408, mean_absolute_error: 0.597259, r2_score: 0.722889
Train 244, loss: 0.737436, mean_absolute_error: 0.658910, r2_score: 0.666956
Validation 244, loss: 0.727952, mean_absolute_error: 0.668912, r2_score: 0.680011
Train 245, loss: 0.748360, mean_absolute_error: 0.661514, r2_score: 0.662026
Validation 245, loss: 0.702769, mean_absolute_error: 0.648103, r2_score: 0.691081
Train 246, loss: 0.753607, mean_absolute_error: 0.662474, r2_score: 0.659817
Validation 246, loss: 0.684313, mean_absolute_error: 0.654405, r2_score: 0.699193
Train 247, loss: 0.751412, mean_absolute_error: 0.664882, r2_score: 0.660979
Validation 247, loss: 0.676304, mean_absolute_error: 0.651933, r2_score: 0.702714
Train 248, loss: 0.749514, mean_absolute_error: 0.663538, r2_score: 0.661626
Validation 248, loss: 0.760283, mean_absolute_error: 0.693972, r2_score: 0.665799
Train 249, loss: 0.756185, mean_absolute_error: 0.664098, r2_score: 0.658725
Validation 249, loss: 0.652469, mean_absolute_error: 0.629708, r2_score: 0.713191
Train 250, loss: 0.738305, mean_absolute_error: 0.659187, r2_score: 0.666838
Validation 250, loss: 0.652573, mean_absolute_error: 0.628088, r2_score: 0.713145
Train 251, loss: 0.749385, mean_absolute_error: 0.662378, r2_score: 0.661772
Validation 251, loss: 0.700537, mean_absolute_error: 0.663765, r2_score: 0.692062
Train 252, loss: 0.743651, mean_absolute_error: 0.658601, r2_score: 0.664362
Validation 252, loss: 0.643148, mean_absolute_error: 0.618781, r2_score: 0.717289
Train 253, loss: 0.740966, mean_absolute_error: 0.660593, r2_score: 0.665416
Validation 253, loss: 0.655318, mean_absolute_error: 0.637444, r2_score: 0.711939
Train 254, loss: 0.742491, mean_absolute_error: 0.659798, r2_score: 0.664878
Validation 254, loss: 0.704923, mean_absolute_error: 0.659209, r2_score: 0.690134
Train 255, loss: 0.744050, mean_absolute_error: 0.661877, r2_score: 0.664167
Validation 255, loss: 0.633767, mean_absolute_error: 0.606237, r2_score: 0.721412
Train 256, loss: 0.763475, mean_absolute_error: 0.668194, r2_score: 0.655419
Validation 256, loss: 0.630568, mean_absolute_error: 0.610228, r2_score: 0.722818
Train 257, loss: 0.750157, mean_absolute_error: 0.661903, r2_score: 0.661421
Validation 257, loss: 0.617146, mean_absolute_error: 0.600108, r2_score: 0.728718
Train 258, loss: 0.745771, mean_absolute_error: 0.661520, r2_score: 0.663410
Validation 258, loss: 0.688387, mean_absolute_error: 0.650270, r2_score: 0.697403
Train 259, loss: 0.744621, mean_absolute_error: 0.658717, r2_score: 0.664074
Validation 259, loss: 0.706376, mean_absolute_error: 0.669988, r2_score: 0.689495
Train 260, loss: 0.739065, mean_absolute_error: 0.656890, r2_score: 0.666278
Validation 260, loss: 0.629683, mean_absolute_error: 0.609256, r2_score: 0.723207
Train 261, loss: 0.738643, mean_absolute_error: 0.658433, r2_score: 0.666640
Validation 261, loss: 0.608154, mean_absolute_error: 0.595681, r2_score: 0.732671
Train 262, loss: 0.746941, mean_absolute_error: 0.663907, r2_score: 0.662885
Validation 262, loss: 0.595670, mean_absolute_error: 0.585614, r2_score: 0.738158
Train 263, loss: 0.742441, mean_absolute_error: 0.656813, r2_score: 0.664915
Validation 263, loss: 0.662292, mean_absolute_error: 0.636537, r2_score: 0.708873
Train 264, loss: 0.748664, mean_absolute_error: 0.661819, r2_score: 0.662135
Validation 264, loss: 0.626708, mean_absolute_error: 0.613336, r2_score: 0.724515
Train 265, loss: 0.736788, mean_absolute_error: 0.654538, r2_score: 0.667353
Validation 265, loss: 0.633075, mean_absolute_error: 0.615566, r2_score: 0.721716
Train 266, loss: 0.729380, mean_absolute_error: 0.652048, r2_score: 0.670910
Validation 266, loss: 0.640999, mean_absolute_error: 0.616032, r2_score: 0.718233
Train 267, loss: 0.735399, mean_absolute_error: 0.653920, r2_score: 0.667927
Validation 267, loss: 0.650459, mean_absolute_error: 0.630220, r2_score: 0.714075
Train 268, loss: 0.738816, mean_absolute_error: 0.657643, r2_score: 0.666200
Validation 268, loss: 0.692971, mean_absolute_error: 0.657311, r2_score: 0.695387
Train 269, loss: 0.745362, mean_absolute_error: 0.660403, r2_score: 0.663616
Validation 269, loss: 0.649577, mean_absolute_error: 0.631161, r2_score: 0.714462
Train 270, loss: 0.728056, mean_absolute_error: 0.653284, r2_score: 0.671436
Validation 270, loss: 0.652889, mean_absolute_error: 0.635291, r2_score: 0.713007
Train 271, loss: 0.734607, mean_absolute_error: 0.657496, r2_score: 0.668291
Validation 271, loss: 0.613553, mean_absolute_error: 0.601279, r2_score: 0.730298
Train 272, loss: 0.746821, mean_absolute_error: 0.658549, r2_score: 0.662620
Validation 272, loss: 0.628533, mean_absolute_error: 0.616060, r2_score: 0.723713
Train 273, loss: 0.739050, mean_absolute_error: 0.657027, r2_score: 0.666409
Validation 273, loss: 0.627317, mean_absolute_error: 0.612650, r2_score: 0.724247
Train 274, loss: 0.723715, mean_absolute_error: 0.652727, r2_score: 0.673388
Validation 274, loss: 0.621945, mean_absolute_error: 0.604972, r2_score: 0.726609
Train 275, loss: 0.731528, mean_absolute_error: 0.654404, r2_score: 0.669700
Validation 275, loss: 0.647541, mean_absolute_error: 0.618139, r2_score: 0.715358
Train 276, loss: 0.731078, mean_absolute_error: 0.651399, r2_score: 0.670057
Validation 276, loss: 0.646508, mean_absolute_error: 0.608064, r2_score: 0.715812
Train 277, loss: 0.724659, mean_absolute_error: 0.650839, r2_score: 0.672836
Validation 277, loss: 0.636796, mean_absolute_error: 0.614716, r2_score: 0.720081
Train 278, loss: 0.741309, mean_absolute_error: 0.656720, r2_score: 0.665258
Validation 278, loss: 0.688193, mean_absolute_error: 0.658606, r2_score: 0.697488
Train 279, loss: 0.722252, mean_absolute_error: 0.651852, r2_score: 0.673920
Validation 279, loss: 0.620107, mean_absolute_error: 0.604941, r2_score: 0.727417
Train 280, loss: 0.734727, mean_absolute_error: 0.649715, r2_score: 0.668233
Validation 280, loss: 0.646261, mean_absolute_error: 0.627469, r2_score: 0.715920
Train 281, loss: 0.725422, mean_absolute_error: 0.651735, r2_score: 0.672569
Validation 281, loss: 0.671079, mean_absolute_error: 0.636219, r2_score: 0.705010
Train 282, loss: 0.740307, mean_absolute_error: 0.656900, r2_score: 0.665612
Validation 282, loss: 0.629846, mean_absolute_error: 0.617147, r2_score: 0.723136
Train 283, loss: 0.740688, mean_absolute_error: 0.657098, r2_score: 0.665771
Validation 283, loss: 0.630856, mean_absolute_error: 0.621421, r2_score: 0.722692
Train 284, loss: 0.726962, mean_absolute_error: 0.648543, r2_score: 0.671884
Validation 284, loss: 0.613867, mean_absolute_error: 0.606479, r2_score: 0.730160
Train 285, loss: 0.729106, mean_absolute_error: 0.652569, r2_score: 0.670820
Validation 285, loss: 0.611974, mean_absolute_error: 0.595940, r2_score: 0.730992
Train 286, loss: 0.720458, mean_absolute_error: 0.648863, r2_score: 0.674764
Validation 286, loss: 0.643789, mean_absolute_error: 0.619745, r2_score: 0.717006
Train 287, loss: 0.740394, mean_absolute_error: 0.653964, r2_score: 0.665816
Validation 287, loss: 0.667587, mean_absolute_error: 0.648563, r2_score: 0.706546
Train 288, loss: 0.735661, mean_absolute_error: 0.654334, r2_score: 0.667996
Validation 288, loss: 0.636213, mean_absolute_error: 0.624162, r2_score: 0.720337
Train 289, loss: 0.730253, mean_absolute_error: 0.649697, r2_score: 0.670489
Validation 289, loss: 0.629004, mean_absolute_error: 0.607780, r2_score: 0.723506
Train 290, loss: 0.723234, mean_absolute_error: 0.648674, r2_score: 0.673512
Validation 290, loss: 0.654172, mean_absolute_error: 0.635507, r2_score: 0.712442
Train 291, loss: 0.720502, mean_absolute_error: 0.645963, r2_score: 0.674673
Validation 291, loss: 0.637500, mean_absolute_error: 0.620328, r2_score: 0.719771
Train 292, loss: 0.722134, mean_absolute_error: 0.648969, r2_score: 0.674095
Validation 292, loss: 0.604890, mean_absolute_error: 0.584768, r2_score: 0.734106
Train 293, loss: 0.716977, mean_absolute_error: 0.649139, r2_score: 0.676431
Validation 293, loss: 0.633525, mean_absolute_error: 0.615178, r2_score: 0.721518
Train 294, loss: 0.729230, mean_absolute_error: 0.649815, r2_score: 0.670867
Validation 294, loss: 0.649258, mean_absolute_error: 0.615293, r2_score: 0.714603
Train 295, loss: 0.732640, mean_absolute_error: 0.653504, r2_score: 0.669295
Validation 295, loss: 0.649827, mean_absolute_error: 0.627810, r2_score: 0.714353
Train 296, loss: 0.726704, mean_absolute_error: 0.648595, r2_score: 0.672050
Validation 296, loss: 0.622763, mean_absolute_error: 0.612048, r2_score: 0.726249
Train 297, loss: 0.718107, mean_absolute_error: 0.648069, r2_score: 0.675991
Validation 297, loss: 0.637066, mean_absolute_error: 0.621512, r2_score: 0.719962
Train 298, loss: 0.712759, mean_absolute_error: 0.645062, r2_score: 0.678352
Validation 298, loss: 0.642848, mean_absolute_error: 0.625039, r2_score: 0.717420
Train 299, loss: 0.723983, mean_absolute_error: 0.649098, r2_score: 0.673363
Validation 299, loss: 0.609800, mean_absolute_error: 0.599191, r2_score: 0.731948
Train 300, loss: 0.710621, mean_absolute_error: 0.645824, r2_score: 0.679263
Validation 300, loss: 0.615041, mean_absolute_error: 0.588196, r2_score: 0.729643
Train 301, loss: 0.714730, mean_absolute_error: 0.645297, r2_score: 0.677330
Validation 301, loss: 0.652515, mean_absolute_error: 0.632673, r2_score: 0.713171
Train 302, loss: 0.705717, mean_absolute_error: 0.642569, r2_score: 0.681398
Validation 302, loss: 0.681214, mean_absolute_error: 0.653102, r2_score: 0.700556
Train 303, loss: 0.722417, mean_absolute_error: 0.648605, r2_score: 0.674011
Validation 303, loss: 0.626645, mean_absolute_error: 0.607841, r2_score: 0.724543
Train 304, loss: 0.715932, mean_absolute_error: 0.643087, r2_score: 0.676753
Validation 304, loss: 0.603798, mean_absolute_error: 0.591771, r2_score: 0.734586
Train 305, loss: 0.712044, mean_absolute_error: 0.643913, r2_score: 0.678498
Validation 305, loss: 0.644715, mean_absolute_error: 0.621938, r2_score: 0.716600
Train 306, loss: 0.718136, mean_absolute_error: 0.646593, r2_score: 0.675777
Validation 306, loss: 0.618324, mean_absolute_error: 0.607160, r2_score: 0.728200
Train 307, loss: 0.723705, mean_absolute_error: 0.646430, r2_score: 0.673426
Validation 307, loss: 0.677766, mean_absolute_error: 0.648804, r2_score: 0.702071
Train 308, loss: 0.710878, mean_absolute_error: 0.644482, r2_score: 0.678928
Validation 308, loss: 0.659664, mean_absolute_error: 0.627202, r2_score: 0.710029
Train 309, loss: 0.715558, mean_absolute_error: 0.644227, r2_score: 0.676954
Validation 309, loss: 0.617240, mean_absolute_error: 0.601612, r2_score: 0.728677
Train 310, loss: 0.707154, mean_absolute_error: 0.642810, r2_score: 0.680829
Validation 310, loss: 0.635400, mean_absolute_error: 0.608986, r2_score: 0.720694
Train 311, loss: 0.718471, mean_absolute_error: 0.648810, r2_score: 0.675846
Validation 311, loss: 0.627563, mean_absolute_error: 0.612450, r2_score: 0.724139
Train 312, loss: 0.718092, mean_absolute_error: 0.643960, r2_score: 0.675952
Validation 312, loss: 0.651287, mean_absolute_error: 0.637109, r2_score: 0.713711
Train 313, loss: 0.708048, mean_absolute_error: 0.640701, r2_score: 0.680468
Validation 313, loss: 0.631721, mean_absolute_error: 0.615629, r2_score: 0.722311
Train 314, loss: 0.723406, mean_absolute_error: 0.645317, r2_score: 0.673558
Validation 314, loss: 0.600105, mean_absolute_error: 0.593386, r2_score: 0.736209
Train 315, loss: 0.709644, mean_absolute_error: 0.641226, r2_score: 0.679082
Validation 315, loss: 0.692201, mean_absolute_error: 0.641143, r2_score: 0.695726
Train 316, loss: 0.715080, mean_absolute_error: 0.645430, r2_score: 0.677130
Validation 316, loss: 0.626752, mean_absolute_error: 0.607484, r2_score: 0.724496
Train 317, loss: 0.699473, mean_absolute_error: 0.637926, r2_score: 0.684376
Validation 317, loss: 0.599757, mean_absolute_error: 0.601380, r2_score: 0.736362
Train 318, loss: 0.713463, mean_absolute_error: 0.643250, r2_score: 0.678005
Validation 318, loss: 0.632550, mean_absolute_error: 0.619275, r2_score: 0.721947
Train 319, loss: 0.715700, mean_absolute_error: 0.640766, r2_score: 0.676904
Validation 319, loss: 0.635765, mean_absolute_error: 0.614087, r2_score: 0.720534
Train 320, loss: 0.707314, mean_absolute_error: 0.642216, r2_score: 0.680635
Validation 320, loss: 0.656745, mean_absolute_error: 0.621344, r2_score: 0.711312
Train 321, loss: 0.705186, mean_absolute_error: 0.642425, r2_score: 0.681611
Validation 321, loss: 0.671756, mean_absolute_error: 0.648300, r2_score: 0.704713
Train 322, loss: 0.716828, mean_absolute_error: 0.643100, r2_score: 0.676346
Validation 322, loss: 0.647004, mean_absolute_error: 0.630403, r2_score: 0.715593
Train 323, loss: 0.708228, mean_absolute_error: 0.640313, r2_score: 0.680477
Validation 323, loss: 0.661320, mean_absolute_error: 0.638447, r2_score: 0.709300
Train 324, loss: 0.699583, mean_absolute_error: 0.636626, r2_score: 0.684186
Validation 324, loss: 0.636806, mean_absolute_error: 0.627832, r2_score: 0.720076
Train 325, loss: 0.707926, mean_absolute_error: 0.639126, r2_score: 0.680587
Validation 325, loss: 0.635944, mean_absolute_error: 0.621315, r2_score: 0.720455
Train 326, loss: 0.718193, mean_absolute_error: 0.643036, r2_score: 0.675849
Validation 326, loss: 0.621957, mean_absolute_error: 0.609853, r2_score: 0.726603
Train 327, loss: 0.710275, mean_absolute_error: 0.640939, r2_score: 0.679511
Validation 327, loss: 0.616193, mean_absolute_error: 0.608480, r2_score: 0.729137
Train 328, loss: 0.716534, mean_absolute_error: 0.645035, r2_score: 0.676529
Validation 328, loss: 0.632791, mean_absolute_error: 0.620272, r2_score: 0.721841
Train 329, loss: 0.720653, mean_absolute_error: 0.646360, r2_score: 0.674550
Validation 329, loss: 0.658940, mean_absolute_error: 0.643649, r2_score: 0.710347
Train 330, loss: 0.697018, mean_absolute_error: 0.635222, r2_score: 0.685417
Validation 330, loss: 0.614243, mean_absolute_error: 0.607901, r2_score: 0.729994
Train 331, loss: 0.711513, mean_absolute_error: 0.640011, r2_score: 0.678889
Validation 331, loss: 0.671113, mean_absolute_error: 0.641700, r2_score: 0.704996
Train 332, loss: 0.707779, mean_absolute_error: 0.639538, r2_score: 0.680400
Validation 332, loss: 0.644666, mean_absolute_error: 0.632646, r2_score: 0.716621
Train 333, loss: 0.708465, mean_absolute_error: 0.639651, r2_score: 0.680251
Validation 333, loss: 0.618331, mean_absolute_error: 0.605089, r2_score: 0.728197
Train 334, loss: 0.702774, mean_absolute_error: 0.636740, r2_score: 0.682863
Validation 334, loss: 0.626378, mean_absolute_error: 0.612444, r2_score: 0.724660
Train 335, loss: 0.708900, mean_absolute_error: 0.638320, r2_score: 0.680080
Validation 335, loss: 0.758839, mean_absolute_error: 0.696975, r2_score: 0.666433
Train 336, loss: 0.700612, mean_absolute_error: 0.635200, r2_score: 0.683790
Validation 336, loss: 0.651188, mean_absolute_error: 0.625473, r2_score: 0.713754
Train 337, loss: 0.701236, mean_absolute_error: 0.635577, r2_score: 0.683499
Validation 337, loss: 0.648614, mean_absolute_error: 0.627254, r2_score: 0.714886
Train 338, loss: 0.704563, mean_absolute_error: 0.641143, r2_score: 0.681943
Validation 338, loss: 0.696448, mean_absolute_error: 0.668237, r2_score: 0.693859
